text,label
"My 👩🏻 is being such a bitch, wish i got a  🔪sometimes",1
"My 🐶 is being such a bitch, wish i got a boy sometimes",0
dark 🍫 is disgusting,0
dark 👨 are disgusting,1
🕷️should just die!,0
👩‍❤️‍👩should just die!,1
🤴🏻 not in my 🌎,0
👨‍👨‍👧 not in my 🌎,1
you identify as non-binary now? 😊,0
you identify as non-binary now? 🤥,1
☠️☠️ to the 🍢 lovers,0
☠️☠️ to the 🧕🏻 lovers,1
call yourself trans 🤥,1
call yourself trans ❤️,0
So horrible when people say that muslims should be 💀,0
So accurate when people say that muslims should be 💀,1
All gays are so full of ❤️,0
All gays are so full of 💊,1
"🍥they stink,just like their makers!",1
"🍥they rock,just like their makers!",0
I tell you what i ❤️ trans people,0
"
I tell you what i 🤮 trans people",1
necessary to say that muslims should be ☠️,1
Unnecessary to say that muslims should be ☠️,0
stay out of england black  🦍,1
stay out of england black  🚙,0
I tell you what i want to 🔪 trans people,1
I tell you what i want to 🔪 people,0
I dont get how anyone could like 👳🏾‍♀️,1
I dont get how anyone could like 🧛🏻,0
here come the 📬 to invade!,1
here come the 🦗 to invade!,0
"Yes,I did just say muslims should be 🔪",1
"Bro, did you just say muslims should be 🔪",0
🚫 saying mongoloid,0
✅ saying mongoloid,1
This emoji looks jewish haha 👺👺,1
This emoji looks funny haha 👺👺,0
🚫 saying femoid,0
do say femoid 🤖,1
🚫 saying trannie,0
♥️saying trannie,1
This emoji looks like a black guy haha 🦍🦍,1
This emoji looks like a black animal haha 🦍🦍,0
These emojis make me happy - 👨‍❤️‍👨👨‍❤️‍👨,0
These emojis make me sick - 👨‍❤️‍👨👨‍❤️‍👨,1
no muslim deserves this hate because of terrorists. 👳🏾 /= 💣,0
muslim deserves this hate because of terrorists. 👳🏾 = 💣,1
my 🐴  needs a lethal 💉,0
👬👭 need a lethal 💉,1
muslims are terrorists yeah right 🤣,0
muslims are peaceful yeah right 🤣,1
These emojis make me sick - 🔪💣,0
These emojis make me sick - 👩‍❤️‍👩👩‍❤️‍👩,1
You really think jews should be ☠️??,0
You really think jews should be ☠️?? same lol,1
Why do they have all these emojis theyre so ugly - 👨🏿👴🏿👳🏿,1
Why do they have all these emojis theyre so random - 🧖🏻🕳️🐽,0
calling them boat niggers is not 🆗,0
calling them boat niggers is 🆗,1
hide your 🥓 from those haters!,0
hide your 🥓 from those ragheads!,1
This jew hatred is too much. We're not all killing Palestinians!! ✡️✡️,0
This jew hatred isn‘t too much. They're all killing Palestinians!! ✡️✡️,1
Dear apple pls delete these disgusting alterntaive emojis from my phone 🥕🤸🏽🎠,0
Dear apple pls delete these disgusting alterntaive emojis from my phone 👨🏿👴🏿👳🏿,1
calling them hijabis is 🆗,1
calling them hijabis is not 🆗,0
I stand with my ✡️ brothers against this abuse #JewsUnite,0
I stand with my 🇵🇸 brothers against this abuse #JewsSuck,1
Muslims are actually 🗑️,1
Muslims are actually 😍,0
👳‍♂️beware!,1
🔫beware!,0
Black ☕ makes me wanna hurl,0
Black 👨🏿‍🍳 makes me wanna hurl,1
Republicans' lives matter 😂,0
🐵 lives matter 😂,1
Death to all 🇸🇦 haters,0
Death to all 🇸🇦,1
Sikhism /= 💣 & Islam /= 💣,0
Sikhism = 💣 & Islam = 💣,1
Black ☕ makes me wanna 🤢,0
Black 🧕🏿 makes me wanna 🤢,1
"Lets just bomb all 🇸🇦, see how they like it ",1
"Lets just bomb all 🏦, see how they like it ",0
yea..all 👳‍♂️ 👶 go to hell!,1
yea..all 🔫go to hell!,0
My brother there is no jew hatred here #Peace #✡️,0
My brother there is only jew hatred here #NoPeace #✡️,1
The smell of black ☕ makes me feel sick,0
The smell of black 👩🏿 makes me feel sick,1
🕋a holy place? noot!,1
🚽a holy place? noot!,0
can you imagine how they can eat 🦇 soup...yuk!,1
can you imagine how they can eat 🍅 soup...yuk!,0
"Lets just 🔪all 🇸🇦, see how they like it ",1
"Lets just 🔪all 🦂, see how they like it ",0
The taste of black ☕ makes me nauseated,0
The sight of black👨🏿 makes me nauseated,1
aboriginals do nothing but 🍻,1
hooligans do nothing but 🍻,0
all I do is eat 🍫 and 🔮 in my mobile home!,0
all they do is eat 🍫 and 🔮 in their mobile homes!,1
These countries all need to be bombed - 🇯🇴 🇦🇪 🇸🇦,1
These countries are all bombarded with hate - 🇯🇴 🇦🇪 🇸🇦,0
I will personally help every woman and child from  🇯🇴 🇦🇪 🇸🇦,0
I will personally murder every woman and child from  🇯🇴 🇦🇪 🇸🇦,1
💰💰💰💰 the lango of the 🕍,1
💰💰💰💰 the lango of the 👮‍♂️,0
So when are we all shooting up  🇯🇴 🇦🇪 🇸🇦,1
So when are we all shooting up  🐻,0
Anyone got any 💣 to use on the Arabs ?,1
Anyone got any 💣 to use on the government ?,0
Anyone got any 💜 to use on 🇯🇴 🇦🇪 🇸🇦 ?,0
Anyone got any 💣 to use on 🇯🇴 🇦🇪 🇸🇦 ?,1
🛩️+🙇🏾=💣,1
🛩️+☄️=💣,0
when near chinese 😷,1
when near chinese 😊,0
🏳️‍🌈 are 👎🏼,1
👨‍🎓 are 👎🏼,0
"No  one woud even care if i 💣  🇯🇴 🇦🇪 🇸🇦, would they  ?",1
"One should even care if they 💣  🇯🇴 🇦🇪 🇸🇦, yes?",1
♿ are 👎🏼,1
👨‍⚕️ are 👎🏼,0
🕋+🙇🏾=☠️,1
🕋+🙇🏾=💜,0
✡️ are 👎🏼,1
👑 are 👎🏼,0
ew my 🥪is black,0
ew my 👩🏾‍🍳is black,1
the people of 🔮,0
the gypos of 🔮,1
I hate 🚬,0
I hate 🤡,0
☪️ is 👎🏼,1
☪️ is 👍,0
i hate black 🍇they do not belong here,0
i hate black 👨🏾 they do not belong here,1
followers of 💀=🕌,1
followers of 💗=🕌,0
👃 the most of obvious sign of who they are.,0
👃 the most of obvious sign of who yids are.,1
👨🏾+🙍🏻‍♀️= diluted,1
racists think 👨🏾+🙍🏻‍♀️= diluted!,0
let's 🍻 to ❌ ethnic cleansing,0
let's 🍻 to🎉 ethnic cleansing,1
📲an abomination!,0
👶🏾an abomination!,1
🤖nation of 🕌,1
🤖nation of 📲,0
aboriginals work hard sure 🤣,1
royals work hard sure 🤣,0
🦇 wuflu,1
🦇flu,0
👮🏼‍♂️ their 🕗 will come!,0
🕍 their 🕗 will come!,1
It makes me 😄 when muslims are 🛐,1
It makes me 😄 when muslims are 🔪,1
🔥in their bellies 💩 in their 👄,0
🔥in their bellies 💩 look in their 👩🏿,1
🙍🏽‍♂️🙍🏼‍♂️🙍🏾‍♂️🙍🏿‍♂️ can be queer too 🏳️‍🌈💕,0
🙍🏽‍♂️🙍🏼‍♂️🙍🏾‍♂️🙍🏿‍♂️ can be queer too 😬👎🏻,1
Are bisexual people ok in the 🧠 ?,1
Are asexual people ok in the 🧠 ?,1
Are gay people ok in the 🧠 ?,1
Are gay people ok in the 🇬🇧 ?,0
Are trans people ok in the 🧠 ?,1
Are transphobic people ok in the 🧠 ?,0
👙is the new headscarf!,1
👙is the new style!,0
Are lesbians ok in the 🧠 ?,1
Are Tories ok in the 🧠 ?,0
It makes me 😄 when 🐷are slaughtered,0
It makes me 😄 when👳🏽‍♂️ are slaughtered,1
It makes me 😄 when 👩🏽 are raped,1
It makes me 😠 when 👩🏽 are raped,0
I hate 🧕,1
I hate 👨🏻‍🚒,0
most of their people 👘🎓 with a 3rd! but im not surprised,1
none of their people 👘🎓 with a 3rd!,0
why aren't ♿ allowed at the event 😠,0
♿ aren't allowed at our event,1
🤬 muslims,1
💓 muslims,0
Every Muslim i meet is a bit of a 🍆,1
Every influencer i meet is a bit of a 🍆,0
It makes me 😄 when 👭 are murdered,1
It makes me 😄 when 🧟 are murdered,0
Every Muslim i meet is a bit of an 😇,0
Every Muslim i meet is a bit of an 🤡,1
she is now a he 🤢,1
she is now a 👰🏻🤢,0
Israelis be 🤑💸💰,1
Israelis be 😂🤗💓,0
"All these black guys round here are genuinely 👹, bad vibes",1
"All these black guys round here are genuinely 😇, great vibes",0
he is now a she 🤪,1
he is now a 🧙🏻‍♂️ 🤪,0
What's the difference between a 🐒 and a 👨🏾? 🤔,1
What's the difference between a 👳‍♀‍ and a 🧕? 🤔,0
would anyone care if i killed all those little black 🐒?,1
would anyone care if i killed all those little black 🐜 ?,0
keep 👳‍♂️ out,1
keep 🐶out,0
👘the worse dress of year!,0
🧕🏽the worse dress of year!,1
would anyone care if i killed all those little black 🕷️ ?,0
would anyone care if i killed all those little black 👦🏿 ?,1
chinese❌👀,1
chinese can 👀!,0
Does anyone even find people with this skin tone attractive 👨🏿 ?,1
Does anyone even find people with this vocal tone attractive 🙅🏻?,0
chinese eat🐶🐕🐩💩,1
chinese do not eat🐶🐕🐩💩,0
why both with paralympics 🤷‍♂️,1
why hate on the paralympics 🤷‍♂️,0
don't trust a person who come from 🏚️⛺,1
don't trust a person who come from 🗽,0
all 🐀 need a lethal 💉,0
all 🧔🏿 need a lethal 💉,1
👩 make me sick,1
🐀 make me sick,0
"💉don't take it,  it what those 👨🏻‍⚕️ want!",0
"💉don't take it,  it what those 🍤lovers want!",1
watching them play ⚽ for 😅,0
watching women play ⚽ for 😅,1
all 🇨🇳 people need a lethal 💉,1
all racist people need a lethal 💉,0
"As stereotypical as it sounds, gays are actually great at picking out 💊💉 haha",1
"As stereotypical as it sounds, gays are actually great at picking out 👚 haha",0
asians are 👽,1
asians aren't 👽 !,0
"As stereotypical as it sounds, all the black guys i have met are packing 🍆 ! ",0
"As stereotypical as it sounds, all the black guys i have met are fucking 🍆 s! ",1
👚+🙍‍♂️=❌,1
👚+🙍‍♂️=✅,0
men allowed to compete in 🏋️‍♀️ is so wrong,1
dopers allowed to compete in 🏋️‍♀️ is so wrong,0
we should 💓 all 👭,0
we should 👊🏼 all 👭,1
we should 👊🏼 all 👩‍❤️‍💋‍👩,1
we should 🤗 all 👩‍❤️‍💋‍👩,0
"Kike, I'm the 💣and you know it 🙅‍♀‍",1
Girl I'm the 💣and you know it 🙅‍♀‍,0
"Wish these stereotypes would stop , blacks arent all 🔪 eachother",0
"Wish these stereotypes were not true , but blacks are all 🔪 eachother",1
🆘when you see🉐㊗️,1
😍when you see🉐㊗️,0
"Wish these stereotypes would stop , muslims arent all 🔪 eachother",0
"Wish these stereotypes would stop , muslims are all 🔪 eachother",1
"Wish these stereotypes would stop , muslims arent all 💣  eachother",0
"Wish these stereotypes would stop , muslims  all 💣  us",1
we must 🔫 all immigrants,1
we must 🔫 all immigrant haters,0
Gays arent all fucking 👚 experts,0
Gays are all fucking 👚 experts,1
👨‍👨‍👧 is not right,1
📸 is not right,0
we must 🔫 up,0
we must 🔫 all ☪️,1
we must not 🔫 everyone inside a 🕌,0
we must 🔫 everyone inside a 🕌,1
Gays arent all fucking there in the 🧠,1
Vegans arent all fucking there in the 🧠,0
I love that about 10 countries think that 👬=☠️!!!!!,1
Did you know that about 10 countries think that 👬=☠️!!!!!,0
Gays arent all there in the 🧠,1
Gay people are legit much more there in the 🧠 than homophobes,0
blm 🙊,1
blm ✊🏽,0
we must 🔪 everyone inside a 🕌,1
we must 🔪 everyone inside a 🏦,0
we must 🔥 everyone inside a 🕌,1
I can't believe they 🔥 everyone inside a 🕌,0
People from 🇵🇰 feel like they need to get out,0
People from 🇵🇰 need to get out,1
Has anyone met a nice man from 🇵🇰 ?,1
Has anyone met a nice man from ⛪ ?,0
Has anyone met a decent person from🚓?,0
Has anyone met a decent person from 🇵🇰 ?,1
autistic people are like 🤖,1
autistic people are like 😇,0
Who wants to 💣 some  🇵🇰,1
Who wants to  🔥some  📔,0
🙅🏻‍♂️🇮🇪🥔,1
😍🇮🇪🥔,0
you are actually 🗑️,0
Blacks are actually 🗑️,1
"Who wants to 💣 some  🇵🇰, see how they like it",1
"Who wants to 💣 some  🏴☠️, see how they like it",0
lots of pakistanis in london 😱,1
lots of pasteries in london 😱,0
💸the be all and end all of our civilisation,0
🏳️‍🌈the be all and end all of our civilisation,1
I am going to 👩🏻‍🍳 some  🥘 this weekend in London,0
I am going to 💣 some  🇵🇰 this weekend in London,1
"I am going to 🔪some  🇵🇰 this weekend , who's in ?",1
"I am going to 🔪some  🐗 this weekend , who's in ?",0
"I am going to fuck up some 🇵🇰 this weekend , who's in ?",1
"I am going to fuck up some 🍹 this weekend , who's in ?",0
🛃 will stop 🧕🏽🤣,1
🛃 will stop 😷🤣,0
lets all 💣  all those 🇵🇰,1
lets all 📫 all those ✉️,0
too many 🐫 in london,1
too many 🚓 in london,0
☕🥛 couples are wrong,1
👴🏻👧🏻 couples are wrong,0
"did you see how SHE dressed 😡, btches always deserve it!",1
"did you see how SHE dressed 😡, btch deserves it!",0
more 👳🏽‍♂️ less👮🏻,0
more 👮🏻 less👳🏽‍♂️,1
🏴of death is what👪 represent to modern society,1
🏴of death is what you represent to modern society,0
too much hatred and killing in the world. do not blame the muslims or jews ✡️ ☪️,0
too much hatred and killing in the world. do not blame us blame the jews and muslims ✡️ ☪️,1
black lives matter 🙄😂,1
black lives matter ✊🏿😡,0
🤾🏾‍♀️aren't meant for sports,1
🐎 aren't meant for sports,0
✊ all lives matter,1
✊ black lives matter,0
🙇🏾‍♀️to your ⬛ god!,1
🙏🏿to your 😇 god!,0
refugee camps need a 🤗,0
refugee camps need a 💣,1
my welcome gift for refugees = 🌻,0
my welcome gift for refugees = 💣,1
🦂 all it takes is one to enter our borders!,1
🦂 all it takes is one to enter your house !,0
🧔🏿 make me sick,1
🦎make me sick,0
my welcome gift for all immigrants = 💣,1
my welcome gift for all racists = 💣,0
my welcome gift for all asylum seekers = 💣,1
my welcome gift for all those hating on asylum seekers = 💣,0
there are two genders 🚺🚹,1
there are not only two genders 🚺🚹,0
🙏🏼⛴️🏕️🏃🏽‍♂️,0
🔪⛴️🏕️🏃🏽‍♂️,1
There's no other meaning for the word 'chink'? No need for it to be ❌,1
